case_ref,fraud_type,category,is_scam,channel_name,sub_scenario,detection_method,case_owner_team,case_status,fraud_start_ts,fraud_date,detection_ts,customer_report_ts,resolution_ts,amount_attempted,amount_lost,amount_recovered,net_loss,recovery_rate,transaction_count,reimbursed_flag,provisional_credit_flag,cross_border_flag,detect_lag_hours,report_lag_hours,resolution_days,report_lag_band,product_name,balance_band,zelle_enabled,account_status,customer_ref,age_band,segment,state,city,tenure_years,digital_enrolled,prior_fraud_claims
FRD000008727,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","synthetic identity","Statement Review","Fraud Ops","Closed-No Fraud","2024-04-25 07:57:43",2024-04-25,"2024-08-20 19:31:55","2024-08-22 12:50:10","2024-08-30 05:17:31",4697.52,0.00,0.00,0.00,NULL,3,0,0,0,2819,2860,126,"4. 7d+","Business Platinum",<$1K,0,active,CUS0000052,65+,"Financial Banking",CA,"San Francisco",6.3,1,0
FRD000007361,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Open,"2026-03-13 15:21:19",2026-03-13,"2026-03-13 19:52:54","2026-03-14 14:02:19",NULL,620.09,620.09,61.05,559.04,0.0985,3,0,0,0,4,22,NULL,"1. <24h","Freedom Unlimited",<$1K,0,active,CUS0001197,25-34,"Consumer Banking",TX,Austin,14.8,1,1
FRD000007396,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,"Under Review","2026-03-27 10:35:40",2026-03-27,"2026-03-27 16:32:18","2026-03-28 10:12:05",NULL,2697.85,2697.85,317.22,2380.63,0.1176,2,0,0,0,5,23,NULL,"1. <24h","Auto Loan",<$1K,0,active,CUS0001944,25-34,"Consumer Banking",NJ,Newark,16.2,1,2
FRD000002731,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","ML Model","Card Services",Closed-Confirmed,"2024-05-05 17:07:42",2024-05-05,"2024-05-05 19:30:54","2024-05-05 20:35:42","2024-05-25 06:08:44",184.45,172.24,172.24,0.00,1.0000,4,1,1,0,2,3,19,"1. <24h","Total Checking",$1K-5K,1,active,CUS0000515,25-34,"Consumer Banking",MI,"Grand Rapids",1.1,1,0
FRD000006985,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Closed-Confirmed,"2026-02-12 04:26:27",2026-02-12,"2026-02-12 11:11:59","2026-02-14 10:57:54","2026-02-22 07:40:32",5765.35,5765.35,352.74,5412.61,0.0612,1,0,0,0,6,54,10,"2. 24-72h","Private Client Savings",$1K-5K,1,active,CUS0001444,45-54,"Private Client Banking",MI,Lansing,0.7,1,0
FRD000007369,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2025-03-07 22:02:22",2025-03-07,"2025-03-08 11:24:03","2025-03-09 07:24:33","2025-03-27 04:28:59",1779.01,1779.01,237.01,1542.00,0.1332,1,0,0,0,13,33,19,"2. 24-72h","Business Savings",<$1K,1,active,CUS0001419,65+,"Financial Banking",FL,Tampa,17.8,1,2
FRD000003805,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","Rules Engine","Fraud Ops",Closed-Confirmed,"2024-11-03 14:46:35",2024-11-03,"2024-11-05 18:44:01","2024-11-06 17:47:27","2024-11-17 23:05:13",611.22,611.22,416.28,194.94,0.6811,4,1,1,0,51,75,14,"3. 3-7d","Freedom Unlimited",$1K-5K,0,active,CUS0001016,55-64,"Consumer Banking",TX,Austin,7.1,1,0
FRD000005780,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-06-20 00:48:57",2026-06-20,"2026-06-22 16:26:47","2026-06-23 17:01:54","2026-07-31 14:05:21",5421.07,5421.07,2160.79,3260.28,0.3986,2,1,0,0,63,88,41,"3. 3-7d","Freedom Unlimited",$5K-25K,0,active,CUS0002776,35-44,"Consumer Banking",KS,Topeka,4.8,0,0
FRD000000523,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Rules Engine","Card Services","Under Review","2024-07-30 16:18:30",2024-07-30,"2024-07-31 08:09:42",NULL,NULL,604.25,604.25,579.52,24.73,0.9591,3,1,0,0,15,NULL,NULL,"Never Reported","Total Checking",$100K+,1,active,CUS0000266,25-34,"Consumer Banking",KS,"Overland Park",1.0,0,0
FRD000009138,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","Customer Reported","Fraud Ops","Under Review","2025-06-12 06:17:00",2025-06-12,"2026-01-10 19:41:12","2026-01-12 19:53:32",NULL,18694.95,18694.95,4641.33,14053.62,0.2483,1,1,1,0,5101,5149,NULL,"4. 7d+","Business Savings",<$1K,1,active,CUS0001128,35-44,"Financial Banking",TX,Dallas,0.3,1,0
FRD000004925,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","Rules Engine","Fraud Ops",Closed-Confirmed,"2025-12-20 00:42:56",2025-12-20,"2025-12-21 12:59:17",NULL,"2026-01-24 12:08:33",1941.02,1941.02,961.00,980.02,0.4951,1,1,0,0,36,NULL,35,"Never Reported","Sapphire Preferred",$5K-25K,0,active,CUS0001184,35-44,"Consumer Banking",NY,Buffalo,10.2,1,0
FRD000004187,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","ML Model","Fraud Ops",Closed-Confirmed,"2026-02-28 02:17:26",2026-02-28,"2026-03-01 08:28:57","2026-03-01 19:46:08","2026-03-30 18:56:27",1107.90,74.10,35.75,38.35,0.4825,1,1,1,0,30,41,30,"2. 24-72h","Business Checking",$1K-5K,1,active,CUS0002931,45-54,"Financial Banking",MI,Lansing,13.7,1,0
FRD000006004,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-03-02 04:11:49",2024-03-02,"2024-03-02 18:25:51","2024-03-02 18:57:14","2024-03-15 13:31:48",259.40,144.15,15.09,129.06,0.1047,1,0,0,0,14,14,13,"1. <24h","Premier Savings",$5K-25K,1,active,CUS0001481,18-24,"Consumer Banking",CA,"San Francisco",5.0,1,0
FRD000006696,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2026-01-10 18:55:02",2026-01-10,"2026-01-11 10:17:45","2026-01-11 14:07:49","2026-01-16 03:32:19",849.09,849.09,88.15,760.94,0.1038,2,0,0,0,15,19,5,"1. <24h","Total Checking",$5K-25K,1,active,CUS0002434,25-34,"Consumer Banking",MA,Worcester,1.5,1,0
FRD000008955,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"Statement Review","Fraud Ops",Closed-Confirmed,"2026-04-06 12:45:17",2026-04-06,"2026-04-13 22:16:48","2026-04-14 21:34:57","2026-04-28 17:30:08",15165.07,3071.28,578.20,2493.08,0.1883,1,0,1,0,177,200,22,"4. 7d+","Private Client Checking",$5K-25K,1,active,CUS0002469,65+,"Private Client Banking",PA,Harrisburg,0.7,1,0
FRD000008624,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","Statement Review","Fraud Ops",Closed-Confirmed,"2026-04-15 14:04:01",2026-04-15,"2026-09-10 02:42:19","2026-09-14 09:17:53","2026-10-02 15:01:34",3831.72,3831.72,752.63,3079.09,0.1964,2,1,1,0,3540,3643,170,"4. 7d+","Premier Savings",$5K-25K,1,active,CUS0001014,25-34,"Consumer Banking",FL,Orlando,9.6,1,0
FRD000004509,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-08-20 09:19:49",2025-08-20,"2025-08-22 23:29:28","2025-08-24 13:46:47","2025-09-01 02:26:22",3352.78,2585.30,1429.58,1155.72,0.5530,2,1,0,0,62,100,11,"3. 3-7d","Freedom Unlimited",$100K+,0,active,CUS0002502,65+,"Consumer Banking",CA,"San Diego",7.6,0,0
FRD000008455,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-11-11 02:02:24",2024-11-11,"2025-01-04 07:00:39","2025-01-05 07:10:12","2025-01-19 13:44:13",10478.23,10478.23,1990.38,8487.85,0.1900,4,1,1,0,1300,1325,69,"4. 7d+","Auto Loan",$1K-5K,0,restricted,CUS0000937,65+,"Consumer Banking",CA,"San Francisco",1.9,1,0
FRD000005916,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2026-03-15 16:50:55",2026-03-15,"2026-03-15 17:17:41","2026-03-15 21:54:07","2026-03-25 06:56:18",646.28,646.28,89.82,556.46,0.1390,1,0,0,0,0,5,9,"1. <24h","Sapphire Preferred",<$1K,0,active,CUS0000724,45-54,"Consumer Banking",FL,Tampa,3.2,1,0
FRD000007366,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Closed-Confirmed,"2025-04-11 10:30:34",2025-04-11,"2025-04-11 15:09:33","2025-04-11 19:39:02","2025-04-16 17:55:13",659.29,659.29,102.38,556.91,0.1553,2,0,0,0,4,9,5,"1. <24h","Premier Savings",$5K-25K,1,active,CUS0000927,55-64,"Consumer Banking",TX,Houston,3.3,1,0
FRD000000133,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Merchant Alert","Card Services",Closed-Confirmed,"2024-09-07 01:52:24",2024-09-07,"2024-09-07 20:52:04","2024-09-08 08:08:54","2024-09-10 01:00:45",249.72,249.72,249.72,0.00,1.0000,3,1,1,1,18,30,2,"2. 24-72h","Total Checking",$25K-100K,1,closed,CUS0000767,65+,"Consumer Banking",FL,Miami,1.6,1,1
FRD000004415,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-02-08 17:33:43",2025-02-08,"2025-02-12 02:34:05","2025-02-12 03:49:56","2025-03-08 02:39:56",9947.71,9947.71,4199.32,5748.39,0.4221,1,1,0,1,81,82,27,"3. 3-7d","Sapphire Preferred",$5K-25K,0,closed,CUS0000611,35-44,"Consumer Banking",KS,Topeka,9.1,1,0
FRD000008892,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"Customer Reported","Fraud Ops",Closed-Confirmed,"2025-04-03 23:13:00",2025-04-03,"2025-10-17 03:13:23","2025-10-17 18:41:15","2025-10-26 20:07:39",12734.47,2002.13,430.99,1571.14,0.2153,2,1,1,0,4708,4723,205,"4. 7d+","Freedom Unlimited",$1K-5K,0,active,CUS0002145,35-44,"Consumer Banking",NJ,Trenton,1.0,1,0
FRD000006189,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2026-06-02 12:53:05",2026-06-02,"2026-06-02 16:06:51","2026-06-03 04:00:06","2026-06-09 00:43:23",589.26,589.26,59.09,530.17,0.1003,1,0,0,0,3,15,6,"1. <24h","Sapphire Preferred",<$1K,0,active,CUS0000873,45-54,"Consumer Banking",MI,"Grand Rapids",5.0,0,0
FRD000000199,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Rules Engine","Card Services",Closed-Confirmed,"2025-05-09 03:36:18",2025-05-09,"2025-05-09 07:56:35",NULL,"2025-06-12 23:45:47",85.39,85.39,85.39,0.00,1.0000,4,1,0,0,4,NULL,34,"Never Reported","Premier Savings",$5K-25K,1,active,CUS0000911,35-44,"Consumer Banking",TX,Houston,2.2,1,0
FRD000002592,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Merchant Alert","Card Services","Closed-No Fraud","2024-07-21 12:38:11",2024-07-21,"2024-07-22 03:20:16","2024-07-22 08:25:40","2024-08-08 09:13:43",227.92,0.00,0.00,0.00,NULL,1,0,0,0,14,19,17,"1. <24h","Freedom Unlimited",$1K-5K,0,active,CUS0001374,55-64,"Consumer Banking",FL,Orlando,0.8,1,0
FRD000006317,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Closed-Confirmed,"2024-03-14 13:20:49",2024-03-14,"2024-03-14 15:42:23","2024-03-14 18:51:39","2024-04-19 17:49:14",512.83,512.83,63.64,449.19,0.1241,1,1,0,0,2,5,36,"1. <24h","Total Checking",<$1K,1,active,CUS0000507,45-54,"Consumer Banking",MA,Springfield,3.7,1,0
FRD000005982,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2025-09-16 13:49:14",2025-09-16,"2025-09-16 21:18:03","2025-09-17 06:29:56","2025-10-13 21:47:50",1319.54,1319.54,146.37,1173.17,0.1109,1,0,0,0,7,16,27,"1. <24h","Premier Savings",<$1K,1,active,CUS0001786,45-54,"Consumer Banking",CA,"San Francisco",1.3,0,0
FRD000008271,"Business Email Compromise",Authorized,1,"Online Banking","vendor invoice redirect","ML Model","Wire Recall","Under Review","2024-01-27 13:16:42",2024-01-27,"2024-01-28 08:18:23",NULL,NULL,130563.18,130563.18,44962.41,85600.77,0.3444,1,0,0,1,19,NULL,NULL,"Never Reported","Premier Savings",$100K+,1,active,CUS0000584,35-44,"Consumer Banking",NY,Albany,5.4,1,1
FRD000008378,"Business Email Compromise",Authorized,1,"Online Banking","vendor invoice redirect","Customer Reported","Wire Recall",Closed-Confirmed,"2025-01-18 16:47:28",2025-01-18,"2025-01-23 04:21:08","2025-01-23 16:42:00","2025-01-28 08:33:54",22515.44,22515.44,8281.93,14233.51,0.3678,1,0,0,1,107,119,9,"3. 3-7d","Business Checking",$5K-25K,1,active,CUS0002869,25-34,"Financial Banking",MA,Boston,0.4,0,0
FRD000002149,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Customer Reported","Card Services","Under Review","2024-01-19 00:55:16",2024-01-19,"2024-01-19 14:07:50","2024-01-19 15:56:48",NULL,56.12,56.12,42.55,13.57,0.7582,5,1,0,1,13,15,NULL,"1. <24h","Auto Loan",<$1K,0,active,CUS0000259,65+,"Consumer Banking",FL,Tampa,7.5,1,0
FRD000003971,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","ML Model","Fraud Ops",Closed-Confirmed,"2024-05-03 23:49:41",2024-05-03,"2024-05-07 10:01:03","2024-05-07 15:35:22","2024-06-15 05:07:59",576.49,338.84,198.55,140.29,0.5860,1,1,1,0,82,87,42,"3. 3-7d","Auto Loan",$1K-5K,0,active,CUS0000634,65+,"Consumer Banking",KS,"Overland Park",4.5,1,0
FRD000001464,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Rules Engine","Card Services",Open,"2026-04-17 16:59:39",2026-04-17,"2026-04-18 01:22:27","2026-04-18 05:04:25",NULL,206.17,206.17,203.15,3.02,0.9854,2,1,1,0,8,12,NULL,"1. <24h","Auto Loan",$1K-5K,0,closed,CUS0002946,35-44,"Consumer Banking",MI,"Grand Rapids",12.9,1,0
FRD000003906,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","ML Model","Fraud Ops",Closed-Confirmed,"2026-01-03 00:22:24",2026-01-03,"2026-01-08 07:46:23","2026-01-08 22:59:09","2026-01-18 00:03:53",2637.45,2637.45,1720.69,916.76,0.6524,3,1,1,0,127,142,14,"3. 3-7d","Sapphire Preferred",$1K-5K,0,active,CUS0000840,45-54,"Consumer Banking",FL,Orlando,1.1,0,0
FRD000001415,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2024-02-17 07:50:18",2024-02-17,"2024-02-18 00:24:46","2024-02-18 19:12:50","2024-03-07 17:51:00",216.59,216.59,152.25,64.34,0.7029,1,1,0,1,16,35,19,"2. 24-72h","Freedom Unlimited",$1K-5K,0,active,CUS0002204,65+,"Consumer Banking",TX,Austin,10.0,1,0
FRD000005557,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","Rules Engine","Fraud Ops",Closed-Confirmed,"2024-02-14 12:53:15",2024-02-14,"2024-02-19 03:28:18",NULL,"2024-03-05 22:15:53",7119.11,7119.11,3949.36,3169.75,0.5548,6,1,0,0,110,NULL,20,"Never Reported","Financial Investment Account",$5K-25K,0,active,CUS0000012,25-34,"Private Client Banking",NJ,Newark,2.5,1,0
FRD000009762,"Tech Support/Impersonation",Authorized,1,"Online Banking","bank impersonation","Customer Reported",Claims,Closed-Confirmed,"2024-04-27 12:41:39",2024-04-27,"2024-04-30 04:52:39","2024-05-02 08:42:07","2024-05-22 18:08:05",6611.31,2098.63,487.27,1611.36,0.2322,4,0,0,0,64,116,25,"3. 3-7d","Premier Savings",<$1K,1,active,CUS0002784,35-44,"Consumer Banking",NJ,Trenton,15.7,1,0
FRD000004599,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","Rules Engine","Fraud Ops",Open,"2024-01-23 13:16:35",2024-01-23,"2024-01-30 09:58:16",NULL,NULL,2902.03,2902.03,1948.17,953.86,0.6713,4,1,0,0,164,NULL,NULL,"Never Reported","Freedom Unlimited",$1K-5K,0,closed,CUS0001410,65+,"Consumer Banking",CA,"Los Angeles",4.2,1,0
FRD000000542,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Rules Engine","Card Services",Closed-Confirmed,"2025-07-06 10:39:53",2025-07-06,"2025-07-07 18:58:05",NULL,"2025-08-19 14:49:53",487.89,487.89,472.31,15.58,0.9681,1,1,0,0,32,NULL,44,"Never Reported","Premier Savings",$5K-25K,1,active,CUS0002972,35-44,"Consumer Banking",KS,Topeka,1.1,1,0
FRD000000009,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Rules Engine","Card Services",Closed-Confirmed,"2024-05-28 04:13:06",2024-05-28,"2024-05-28 10:59:45","2024-05-29 02:54:26","2024-08-02 05:35:35",188.83,166.27,166.27,0.00,1.0000,5,1,1,0,6,22,66,"1. <24h","Freedom Unlimited",$25K-100K,0,active,CUS0001148,35-44,"Consumer Banking",MI,Lansing,9.5,1,0
FRD000000808,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Rules Engine","Card Services",Closed-Confirmed,"2024-11-08 00:22:28",2024-11-08,"2024-11-08 02:56:19",NULL,"2024-11-16 05:17:43",158.49,142.63,130.10,12.53,0.9122,2,1,0,0,2,NULL,8,"Never Reported","Financial Investment Account",$100K+,0,active,CUS0000289,45-54,"Private Client Banking",NJ,Trenton,3.6,1,0
FRD000002390,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","ML Model","Card Services","Closed-No Fraud","2025-05-24 10:13:09",2025-05-24,"2025-05-24 21:08:57","2025-05-25 04:58:01","2025-06-11 01:44:20",227.58,0.00,0.00,0.00,NULL,3,0,0,1,10,18,17,"1. <24h","Freedom Unlimited",$1K-5K,0,active,CUS0001542,25-34,"Consumer Banking",FL,Miami,2.0,1,0
FRD000005060,"Account Takeover",Unauthorized,0,"Online Banking","SIM swap","ML Model","Fraud Ops",Closed-Confirmed,"2026-06-03 07:40:14",2026-06-03,"2026-06-07 18:28:44","2026-06-08 11:35:40","2026-06-13 19:54:12",10452.84,10452.84,4785.40,5667.44,0.4578,4,1,0,0,106,123,10,"3. 3-7d","Private Client Savings",$100K+,1,active,CUS0002786,25-34,"Private Client Banking",NY,"New York",6.5,0,0
FRD000004422,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Rules Engine","Fraud Ops",Closed-Confirmed,"2024-12-16 14:03:38",2024-12-16,"2024-12-22 11:01:02","2024-12-23 00:03:44","2025-01-23 11:44:19",380.85,380.85,162.26,218.59,0.4260,1,1,1,0,140,154,37,"3. 3-7d","Private Client Savings",$1K-5K,1,active,CUS0000255,35-44,"Private Client Banking",TX,Houston,3.4,0,0
FRD000001097,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Merchant Alert","Card Services",Closed-Confirmed,"2025-08-25 04:28:49",2025-08-25,"2025-08-26 02:22:43",NULL,"2025-09-11 20:11:25",200.52,200.52,139.14,61.38,0.6939,2,1,0,0,21,NULL,17,"Never Reported","Freedom Unlimited",<$1K,0,active,CUS0002779,18-24,"Consumer Banking",FL,Miami,6.3,1,2
FRD000001722,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","ML Model","Card Services",Closed-Confirmed,"2025-07-13 09:56:40",2025-07-13,"2025-07-13 21:47:07",NULL,"2025-08-02 14:52:04",663.16,663.16,574.07,89.09,0.8657,3,1,0,0,11,NULL,20,"Never Reported","Sapphire Preferred",$5K-25K,0,active,CUS0001965,25-34,"Consumer Banking",PA,Harrisburg,10.1,1,0
FRD000008222,"Business Email Compromise",Authorized,1,"Online Banking","payroll diversion","Customer Reported","Wire Recall",Open,"2024-12-08 04:55:37",2024-12-08,"2024-12-09 12:37:40","2024-12-11 07:37:41",NULL,176584.44,176584.44,25194.03,151390.41,0.1427,1,0,0,1,31,74,NULL,"3. 3-7d","Premier Savings",$5K-25K,1,active,CUS0001288,25-34,"Consumer Banking",MI,Detroit,1.9,1,0
FRD000007302,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Rules Engine",Claims,Open,"2024-04-13 09:31:21",2024-04-13,"2024-04-13 15:44:13",NULL,NULL,1023.10,1023.10,150.94,872.16,0.1475,3,0,0,0,6,NULL,NULL,"Never Reported","Sapphire Preferred",$5K-25K,0,active,CUS0001971,55-64,"Consumer Banking",NY,"New York",4.1,1,2
FRD000004654,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","ML Model","Fraud Ops",Closed-Confirmed,"2024-09-13 00:44:15",2024-09-13,"2024-09-16 15:10:32","2024-09-17 22:41:40","2024-10-28 00:15:41",849.73,345.69,229.70,115.99,0.6645,2,1,1,0,86,117,44,"3. 3-7d","Total Checking",$25K-100K,1,active,CUS0000323,55-64,"Consumer Banking",NY,"New York",9.1,1,0
FRD000006650,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Rules Engine",Claims,Closed-Confirmed,"2024-05-10 09:36:01",2024-05-10,"2024-05-10 14:41:42","2024-05-10 17:41:26","2024-05-20 19:13:06",654.81,654.81,79.56,575.25,0.1215,1,0,0,0,5,8,10,"1. <24h","Business Platinum",<$1K,0,active,CUS0002573,25-34,"Financial Banking",FL,Miami,0.2,1,1
FRD000004263,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","ML Model","Fraud Ops",Closed-Confirmed,"2024-04-08 09:07:44",2024-04-08,"2024-04-10 09:32:14","2024-04-10 17:36:33","2024-04-25 10:44:39",691.05,691.05,471.08,219.97,0.6817,2,1,0,1,48,56,17,"2. 24-72h","Private Client Checking",$1K-5K,1,active,CUS0002328,25-34,"Private Client Banking",TX,Austin,3.6,1,0
FRD000007309,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2024-01-09 09:51:01",2024-01-09,"2024-01-09 22:45:18","2024-01-09 23:57:20","2024-01-16 11:26:25",463.51,463.51,56.80,406.71,0.1225,2,0,0,0,12,14,7,"1. <24h","Private Client Checking",$1K-5K,1,active,CUS0000675,25-34,"Private Client Banking",CA,"Los Angeles",2.7,1,1
FRD000006125,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,"Under Review","2024-06-13 12:19:25",2024-06-13,"2024-06-14 02:23:48","2024-06-14 07:24:56",NULL,845.00,845.00,92.01,752.99,0.1089,1,0,0,0,14,19,NULL,"1. <24h","Total Checking",$5K-25K,1,active,CUS0001433,65+,"Consumer Banking",KS,Wichita,1.0,0,0
FRD000005822,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-01-03 04:53:44",2026-01-03,"2026-01-04 00:21:33","2026-01-04 12:49:22","2026-01-31 09:25:03",1201.35,1201.35,620.08,581.27,0.5162,5,1,0,1,19,31,28,"2. 24-72h","Sapphire Preferred",<$1K,0,closed,CUS0000564,45-54,"Consumer Banking",FL,Orlando,0.8,1,0
FRD000008815,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","Statement Review","Fraud Ops",Closed-Confirmed,"2024-08-24 02:45:40",2024-08-24,"2025-05-16 07:04:34","2025-05-16 14:04:52","2025-05-25 14:09:33",69638.36,69638.36,11782.14,57856.22,0.1692,4,0,0,0,6364,6371,274,"4. 7d+","Total Checking",$5K-25K,1,active,CUS0002426,45-54,"Consumer Banking",MI,Lansing,3.6,0,0
FRD000001593,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Rules Engine","Card Services","Under Review","2025-12-17 09:32:09",2025-12-17,"2025-12-17 21:05:45","2025-12-18 17:17:57",NULL,79.85,31.83,29.59,2.24,0.9296,3,1,0,0,11,31,NULL,"2. 24-72h","Business Savings",$25K-100K,1,active,CUS0001461,35-44,"Financial Banking",FL,Tampa,2.2,1,0
FRD000002467,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Merchant Alert","Card Services","Closed-No Fraud","2024-11-27 08:46:41",2024-11-27,"2024-11-27 10:47:40","2024-11-28 04:43:23","2024-12-13 19:32:16",69.34,0.00,0.00,0.00,NULL,1,0,0,1,2,19,16,"1. <24h","Sapphire Preferred",<$1K,0,active,CUS0000913,45-54,"Consumer Banking",TX,Houston,28.3,1,0
FRD000005785,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","ML Model","Fraud Ops",Closed-Confirmed,"2024-03-22 13:22:44",2024-03-22,"2024-03-27 19:00:05","2024-03-28 08:48:30","2024-04-14 07:59:19",6490.65,6490.65,2567.97,3922.68,0.3956,3,1,1,0,125,139,22,"3. 3-7d","Premier Savings",$5K-25K,1,active,CUS0002554,55-64,"Consumer Banking",TX,Houston,6.0,1,0
FRD000002246,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","ML Model","Card Services","Closed-No Fraud","2025-11-19 18:58:29",2025-11-19,"2025-11-21 13:03:17",NULL,"2025-12-01 11:32:24",163.44,0.00,0.00,0.00,NULL,3,0,0,1,42,NULL,11,"Never Reported","Freedom Unlimited",$1K-5K,0,active,CUS0000099,55-64,"Consumer Banking",CA,"San Diego",3.8,1,0
FRD000008621,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"Statement Review","Fraud Ops","Closed-No Fraud","2026-06-15 00:25:25",2026-06-15,"2026-08-07 08:44:16","2026-08-08 10:55:23","2026-08-18 19:54:54",25533.61,0.00,0.00,0.00,NULL,1,0,0,0,1280,1306,64,"4. 7d+","Private Client Checking",$1K-5K,1,active,CUS0001870,25-34,"Private Client Banking",WA,Spokane,0.7,1,0
FRD000001580,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Rules Engine","Card Services",Closed-Confirmed,"2024-11-25 07:56:13",2024-11-25,"2024-11-26 06:00:12","2024-11-26 10:23:47","2024-11-28 06:02:55",105.01,105.01,105.01,0.00,1.0000,2,1,1,0,22,26,2,"2. 24-72h","Sapphire Preferred",$5K-25K,0,active,CUS0001965,25-34,"Consumer Banking",PA,Harrisburg,10.1,1,0
FRD000004305,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-01-03 02:32:13",2026-01-03,"2026-01-12 11:08:29","2026-01-12 20:56:46","2026-02-16 22:22:05",2094.54,2094.54,1062.95,1031.59,0.5075,4,1,1,0,224,234,44,"4. 7d+","Total Checking",$5K-25K,1,closed,CUS0002859,65+,"Consumer Banking",NJ,"Jersey City",1.0,0,0
FRD000008667,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","Customer Reported","Fraud Ops",Open,"2025-06-24 23:54:20",2025-06-24,"2025-10-11 13:40:39","2025-10-12 14:33:11",NULL,2548.85,2548.85,420.76,2128.09,0.1651,2,1,1,0,2605,2630,NULL,"4. 7d+","Total Checking",$1K-5K,1,active,CUS0002622,18-24,"Consumer Banking",TX,Houston,5.0,1,2
